code,product_name,ingredients_text,ingredients_tags,allergens_tags,traces_tags,lang
3175680011480,Sésame,"Farine de blé 57%, sucre de canne roux, huile de colza, sésame toasté 10,6%, germe de blé 5,4%, farine complète de blé 5,4%, arôme naturel, magnésium, émulsifiant : lécithines, poudres à lever (tartrates de potassium, carbonates de sodium, carbonates d'ammonium), sel de mer, amidon de blé, vitamines (E, PP, B6, B1, B9).

Fabriqué dans un atelier qui utilise des fruits à coque, du lait, du lupin, de la moutarde, des oeufs et du soja","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:unrefined-cane-sugar', 'en:added-sugar', 'en:disaccharide', 'en:sugar', 'en:cane-sugar', 'en:unrefined-sugar', 'en:colza-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'en:sesame', 'en:seed', 'en:wheat-germ', 'en:whole-wheat-flour', 'en:wholemeal-flour', 'en:natural-flavouring', 'en:flavouring', 'en:magnesium', 'en:minerals', 'en:e322', 'en:e336', 'en:e500', 'en:e503', 'en:sea-salt', 'en:salt', 'en:wheat-starch', 'en:starch', 'en:vitamins', 'en:vitamin-e', 'en:e375', 'en:vitamin-b6', 'en:thiamin', 'en:folic-acid', 'en:folate']","['en:gluten', 'en:sesame-seeds']","['en:eggs', 'en:lupin', 'en:milk', 'en:mustard', 'en:nuts', 'en:soybeans']",fr
3046920022651,Noir Intense,"Pâte de cacao, sucre, beurre de cacao, vanille.

Peut contenir des fruits à coque, du lait, du soja et des graines de sésame.","['en:cocoa-paste', 'en:plant', 'en:cocoa', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:cocoa-butter', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-fat', 'en:vanilla']",[],"['en:milk', 'en:nuts', 'en:sesame-seeds', 'en:soybeans']",fr
3017620422003,Nutella,"Sucre, huile de palme, NOISETTES 13%, cacao maigre 7,4%, LAIT écrémé en poudre 6,6%, LACTOSERUM en poudre, émulsifiants: lécithines [SOJA), vanilline. Sans gluten.","['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:palm-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:palm-oil-and-fat', 'en:hazelnut', 'en:nut', 'en:tree-nut', 'en:fat-reduced-cocoa', 'en:plant', 'en:cocoa', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'en:whey-powder', 'en:whey', 'en:e322', 'en:vanillin', 'en:soya-lecithin', 'en:e322i']","['en:milk', 'en:nuts', 'en:soybeans']",[],fr
3046920022606,Excellence 85% cacao,"Pâte de cacao, cacao maigre, beurre de cacao, cassonade, vanille. Peut contenir du lait, des fruits à coque, du soja et des graines de sésame. 3 046920 022606","['en:cocoa-paste', 'en:plant', 'en:cocoa', 'en:fat-reduced-cocoa', 'en:cocoa-butter', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-fat', 'en:brown-sugar', 'en:added-sugar', 'en:disaccharide', 'en:sugar', 'en:vanilla', 'fr:3 046920 022606']",[],"['en:milk', 'en:nuts', 'en:sesame-seeds', 'en:soybeans']",fr
3760020507350,Pur beurre de cacahuète,CACAHUETES issues de l'agriculture biologique. Peut contenir des traces de FRUITS A COQUE et de graines de SESAME.,"['en:peanut', 'en:nut']",['en:peanuts'],"['en:nuts', 'en:sesame-seeds']",fr
6111203006653,La Hollandaise Cheddar,"حليب خالي من الدسم مشكل، شيدر 25%، زبدة، أملاح مستحلبة (E452، E341، E450)، بروتينات الحليب، ملح، مادة حافظة: سوربات البوتاسيوم، الكالسيوم، فيتامين E,D,A","['ar:حليب خالي من الدسم مشكل', 'ar:شيدر', 'en:butter', 'en:dairy', 'ar:أملاح مستحلبة', 'ar:بروتينات الحليب', 'en:salt', 'ar:مادة حافظة', 'ar:الكالسيوم', 'ar:vitamins', 'ar:vitamin E', 'ar:vitamin D', 'en:vitamin-a', 'en:vitamins', 'en:e452', 'en:e341', 'en:e450', 'ar:سوربات البوتاسيوم']",['en:milk'],[],ar
8052575090254,Rigoni di Asiago - Nocciolata bio,"Sucre*, pâte de noisettes* 18,5%, huile de tournesol*, lait écrémé en poudre*, cacao maigre en poudre* 6,5%, beurre de cacao*, émulsifiant: lécithine de soja*, extrait de vanille*, *Biologique","['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:hazelnut-paste', 'en:nut', 'en:tree-nut', 'en:hazelnut', 'en:sunflower-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-oil', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'en:fat-reduced-cocoa-powder', 'en:plant', 'en:cocoa', 'en:cocoa-powder', 'en:fat-reduced-cocoa', 'en:cocoa-butter', 'en:vegetable-fat', 'en:soya-lecithin', 'en:e322', 'en:e322i', 'en:vanilla-extract', 'en:extract', 'en:vanilla', 'en:vegetable-extract']","['en:milk', 'en:nuts', 'en:soybeans']",['en:nuts'],fr
3017620425035,Nutella,"Sucre, huile de palme, NOISETTES 13%, LAIT écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants: lécithines [SOJA]; vanilline. Sans gluten","['en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:palm-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:palm-oil-and-fat', 'en:hazelnut', 'en:nut', 'en:tree-nut', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'en:fat-reduced-cocoa', 'en:plant', 'en:cocoa', 'en:e322', 'en:vanillin', 'en:soya-lecithin', 'en:e322i']","['en:milk', 'en:nuts', 'en:soybeans']",[],fr
6111035003035,Oulmes natural carbonated water,Natural carbonated water 100%,['en:Natural carbonated water'],[],[],en
6111031005064,Tonik,"Farine de Blé, Sucre, Huile Végétale Non-Hydrogénée (Palme), Perméat de Lactosérum (De Lait), Cacao Maigre en Poudre, Emulsifiant (E322-Lécithine de Soja), Poudre à Lever (E500ii), Arôme Artificiel (Vanilline), Sel. Contient: Lait, Blé (Gluten), Soja.","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:sugar', 'en:added-sugar', 'en:disaccharide', 'en:non-hydrogenated-vegetable-oils', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-oil', 'en:whey-permeate', 'en:dairy', 'en:whey', 'en:fat-reduced-cocoa-powder', 'en:plant', 'en:cocoa', 'en:cocoa-powder', 'en:fat-reduced-cocoa', 'fr:e322-Lécithine de Soja', 'en:e500ii', 'en:e500', 'en:artificial-flavouring', 'en:flavouring', 'en:salt', 'en:soya', 'en:palm-oil', 'en:palm-oil-and-fat', 'en:vanillin']","['en:gluten', 'en:milk', 'en:soybeans']",[],fr
3229820100234,Fourrés Chocolat Noir,"Farine de blé* 41%, Chocolat noir* 22% (pâte de cacao*, sucre de canne&quot;, beurre de cacao&quot;), Sucre de canne* roux non raffiné, Farine complète de blé* 16%, Huile de tournesol oléique*, Arôme naturel de vanille, Lait écrémé en poudre, Sel de mer, carbonates d'ammonium, carbonates de sodium, gomme d'acacia*, extraits de romarin* Peut contenir du soja, des œufs, des fruits à coque, des graines de sésame et de la moutarde. *Ingrédients biologiques.","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:dark-chocolate', 'en:chocolate', 'en:unrefined-cane-sugar', 'en:added-sugar', 'en:disaccharide', 'en:sugar', 'en:cane-sugar', 'en:unrefined-sugar', 'en:whole-wheat-flour', 'en:wholemeal-flour', 'en:high-oleic-sunflower-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-oil', 'en:sunflower-oil', 'en:natural-vanilla-flavouring', 'en:flavouring', 'en:natural-flavouring', 'en:vanilla-flavouring', 'en:skimmed-milk-powder', 'en:dairy', 'en:milk-powder', 'en:sea-salt', 'en:salt', 'en:e503', 'en:e500', 'en:e414', 'en:cocoa-paste', 'en:plant', 'en:cocoa', 'en:cocoa-butter', 'en:vegetable-fat']","['en:gluten', 'en:milk', 'en:soybeans']","['en:eggs', 'en:mustard', 'en:nuts', 'en:sesame-seeds', 'en:soybeans']",fr
3228857002344,Pain de mie american sandwich complet sans sucres ajoutés 600g,"Farine complète de BLÉ 39,3%, eau, farine de BLÉ 26,7%, huile de colza, fibre de chicorée, arôme (contient alcool), sel, vinaigre, farine de SEIGLE maltée, levure, gluten de BLÉ, levure désactivée, extrait d'acérola. Peut contenir des traces d'OEUFS, SOJA, LAIT, FRUITS À COQUE et GRAINES DE SÉSAME.","['en:whole-wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:wholemeal-flour', 'en:wheat-flour', 'en:water', 'en:colza-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'en:chicory-fibre', 'en:vegetable', 'en:fiber', 'en:shoot-vegetable', 'en:vegetable-fiber', 'en:chicory', 'en:flavouring', 'en:salt', 'en:vinegar', 'en:rye-malt-flour', 'en:rye-flour', 'en:yeast', 'en:wheat-gluten', 'en:gluten', 'en:deactivated-yeast', 'en:acerola-juice', 'en:fruit', 'en:juice', 'en:fruit-juice']",['en:gluten'],"['en:eggs', 'en:milk', 'en:nuts', 'en:sesame-seeds', 'en:soybeans']",fr
7311070032611,KRISPROLLS Complets,"Farine de blé complet* (62%), farine de blé*, huile de colza*, huile de colza totalement hydrogénée, malt d'orge, levure, sel.","['en:whole-wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:wholemeal-flour', 'en:wheat-flour', 'en:colza-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:rapeseed-oil', 'en:malted-barley', 'en:malt', 'en:yeast', 'en:salt']","['en:gluten', 'en:blé complet*', 'en:blé*', ""en:malt d'orge""]",[],en
3284230006408,Brioche Tranchée Bio 400g,"Farine de BLÉ*/** 54%, ŒUFS entiers*/** 14%, sucre de canne roux*, huile de tournesol*/** 8%, levain* (eau, farines de BLÉ*/** 2% et de SEIGLE*, levures), GLUTEN DE BLÉ*, sel, levure, arôme naturel de vanille* (contient alcool*), extrait de vanille*, levure désactivée. Traces éventuelles de lait, moutarde et soja. *Ingrédients issus de l'Agriculture Biologique. **Ingrédients issus du commerce équitable français.","['en:wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:whole-egg', 'en:egg', 'en:unrefined-cane-sugar', 'en:added-sugar', 'en:disaccharide', 'en:sugar', 'en:cane-sugar', 'en:unrefined-sugar', 'en:sunflower-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-oil', 'en:sourdough', 'en:dough', 'en:wheat-gluten', 'en:gluten', 'en:salt', 'en:yeast', 'en:natural-vanilla-flavouring', 'en:flavouring', 'en:natural-flavouring', 'en:vanilla-flavouring', 'en:vanilla-extract', 'en:plant', 'en:extract', 'en:vanilla', 'en:vegetable-extract', 'en:deactivated-yeast', 'fr:français', 'en:water', 'en:rye-sourdough', 'en:rye', 'en:alcohol']","['en:eggs', 'en:gluten']","['en:milk', 'en:mustard', 'en:soybeans']",fr
5449000147417,Cappy PULPY,"D 1Le BG: Негазирана напитка със сок от портокал от концентрат, с пулп от портокал, с добавен витамин С. Със захари и подсладители. Плодово съдържание 7%. Пастьоризирана. Съставки: вода, фруктозо-глюкозен сироп, пулп от портокал (4%), сок от портокал от концентрат (3%), киселина (лимонена киселина), витамин С (L-аскорбинова киселина), регулатор на киселинност (натриеви цитрати), ароматизанти, стабилизатори (акациева гума, глицеролови естери на дървесни смоли, алфа-токоферол), подсладители (цикламати, стевиолови гликозиди от стевия, ацесулфам К), оцветител (каротини). MD: Băuturà răcoritoare necarbogazoasă cu suc de portocale din concentrat (3%) si pulpă de portocale (4%), cu zaharuri si indulcitori. Produs pasteurizat. Ingrediente: apã, sirop de glucozã-fructozã, pulpã de portocale (4%), suc de portocale din concentrat (3%), acidifiant (acid citric), vitamina C (acid L-ascorbic), corector de aciditate (citrati de sodiu), arome, stabilizatori (guma de acacia, esteri glicerici ai rasinilor din lemn, alfa-tocoferol), indulcitori (ciclamati, glicozide steviolice din stevia, acesulfam-K), colorant (caroteni).","['fr:D 1Le BG', 'fr:с пулп от портокал', 'fr:с добавен витамин С', 'fr:Със захари и подсладители', 'fr:Плодово съдържание', 'fr:Пастьоризирана', 'fr:Съставки', 'fr:фруктозо-глюкозен сироп', 'fr:пулп от портокал', 'fr:сок от портокал от концентрат', 'fr:киселина', 'fr:витамин С', 'fr:регулатор на киселинност', 'fr:ароматизанти', 'fr:стабилизатори', 'fr:подсладители', 'fr:оцветител', 'fr:MD', 'fr:cu zaharuri si indulcitori', 'fr:Produs pasteurizat', 'fr:Ingrediente', 'fr:sirop de glucozã-fructozã', 'fr:pulpã de portocale', 'fr:suc de portocale din concentrat', 'fr:acid citric', 'fr:vitamina C', 'fr:corector de aciditate', 'en:flavouring', 'fr:stabilizatori', 'fr:indulcitori', 'fr:caroteni', 'fr:Негазирана напитка със сок от портокал от концентрат', 'fr:вода', 'fr:лимонена киселина', 'fr:L-аскорбинова киселина', 'fr:натриеви цитрати', 'fr:акациева гума', 'fr:глицеролови естери на дървесни смоли', 'fr:алфа-токоферол', 'fr:цикламати', 'fr:стевиолови гликозиди от стевия', 'fr:ацесулфам К', 'fr:каротини', 'fr:Băuturà răcoritoare necarbogazoasă cu suc de portocale din concentrat', 'fr:si pulpă de portocale', 'fr:apã', 'fr:acid L-ascorbic', 'fr:citrati de sodiu', 'fr:guma de acacia', 'fr:esteri glicerici ai rasinilor din lemn', 'fr:alfa-tocoferol', 'fr:ciclamati', 'fr:glicozide steviolice din stevia', 'fr:acesulfam-K']",[],['en:gluten'],fr
5411188112709,Geröstete Mandel Ohne Zucker,"Wasser, _Mandeln_ (2,3%), Calcium (Calciumcarbonat), Meersalz, Stabilisatoren (Guarkernmehl, Gellan), Emulgator (Lecithine), natürliches Aroma, Vitamine B12, D2, E.","['en:water', 'en:almond', 'en:nut', 'en:tree-nut', 'en:calcium', 'en:minerals', 'en:sea-salt', 'en:salt', 'en:e412', 'en:e418', 'en:e322', 'en:natural-flavouring', 'en:flavouring', 'en:vitamins', 'en:vitamin-b12', 'en:ergocalciferol', 'en:vitamin-d', 'en:vitamin-e', 'en:e170i', 'en:e170']",['en:nuts'],['de:Schalenfrüchte (keine Erdnüsse)'],de
3168930163480,Alvalle Gazpacho l'original,"Tomate,poivron,concombre,oignon, huile d'olive vierge extra (2,2%),vinaigre de vin,sel,ail,jus de citron,teneur en légumes: 94%","['en:tomato', 'en:vegetable', 'en:fruit-vegetable', 'en:bell-pepper', 'en:capsicum-annuum', 'en:cucumber', 'en:onion', 'en:root-vegetable', 'en:onion-family-vegetable', 'en:extra-virgin-olive-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:vegetable-oil', 'en:olive-oil', 'en:virgin-olive-oil', 'en:wine-vinegar', 'en:vinegar', 'en:salt', 'en:garlic', 'en:lemon-juice', 'en:fruit', 'en:juice', 'en:fruit-juice']",[],['en:gluten'],fr
6111180000231,levure pâtisserie,"Bicarbonate de sodium, amidon de maïs, pyrophosphate de sodium","['en:e500ii', 'en:e500', 'en:corn-starch', 'en:starch', 'en:e450i', 'en:e450']",[],[],fr
3029330022428,14 Maxi Tranches complet sans sucres ajoutés,"Farine complète de blé (63%), eau, farine de blé (2,2%), huile de colga, Levure, arôme naturel (contient alcool), sel, farine de maïs fermentée, gluten de blé, jus d'acérola en poudre. Contient des sucres naturellement présents. Une recette sans huile de palme pour des pains de mie moelleux. Con vient à un régime végétalien. pour 1 portion %AR* pour (1 tranche ÉTIQUETAGE NUTRITIONNEL 100 g par =39,3g) portion 410 97 f Valeur 1020 kJ énergétique","['en:whole-wheat-flour', 'en:cereal', 'en:flour', 'en:wheat', 'en:cereal-flour', 'en:wholemeal-flour', 'en:wheat-flour', 'en:water', 'fr:huile-de-colga', 'en:yeast', 'en:natural-flavouring', 'en:flavouring', 'en:salt', 'en:corn', 'en:wheat-gluten', 'en:gluten', 'en:acerola', 'en:fruit', 'fr:contient-des-sucres-naturellement-presents', 'fr:une-recette-sans-huile-de-palme-pour-des-pains-de-mie-moelleux', 'fr:con-vient-a', 'fr:pour-1-portion-ar-pour', 'fr:portion-410-97-f-valeur-1020-kj-energetique', 'fr:1-tranche-etiquetage-nutritionnel-100-g-par']",['en:gluten'],"['en:eggs', 'en:milk', 'en:sesame-seeds']",fr
6111259092495,Goldium crémeux,"Fromage blanc, protéine de lait, crème fraîche, lait écrémé, ferment lactique, présure Halal, goût, huile végétale, conservateur","['en:fromage-blanc', 'en:dairy', 'en:cheese', 'en:milk-proteins', 'en:protein', 'en:animal-protein', 'en:fresh-cream', 'en:cream', 'en:skimmed-milk', 'en:milk', 'en:lactic-ferments', 'en:ferment', 'en:microbial-culture', 'en:rennet', 'en:enzyme', 'en:coagulating-enzyme', 'fr:gout', 'en:vegetable-oil', 'en:oil-and-fat', 'en:vegetable-oil-and-fat', 'en:preservative']",['en:milk'],[],fr
42104964,Ciel 33cl,ماء مصفى (معالج ومنضح) وأملاح معدنية (ماغنسيوم),"['ar:ماء مصفى', 'ar:وأملاح معدنية', 'ar:معالج ومنضح', 'ar:ماغنسيوم']",[],['en:nuts'],en
