source,code,product_name,allergen,lang,text,category,multilingual_uncovered,notes
1263_off_tag_eval,3029330022428,14 Maxi Tranches complet sans sucres ajoutés,sesame,fr,"Farine complète de blé (63%), eau, farine de blé (2,2%), huile de colga, Levure, arôme naturel (contient alcool), sel, farine de maïs fermentée, gluten de blé, jus d'acérola en poudre. Contient des sucres naturellement présents. Une recette sans huile de palme pour des pains de mie moelleux. Con vient à un régime végétalien. pour 1 portion %AR* pour (1 tranche ÉTIQUETAGE NUTRITIONNEL 100 g par =39,3g) portion 410 97 f Valeur 1020 kJ énergétique",off_reference_label_limitation,False,
1263_off_tag_eval,3029330022428,14 Maxi Tranches complet sans sucres ajoutés,milk,fr,"Farine complète de blé (63%), eau, farine de blé (2,2%), huile de colga, Levure, arôme naturel (contient alcool), sel, farine de maïs fermentée, gluten de blé, jus d'acérola en poudre. Contient des sucres naturellement présents. Une recette sans huile de palme pour des pains de mie moelleux. Con vient à un régime végétalien. pour 1 portion %AR* pour (1 tranche ÉTIQUETAGE NUTRITIONNEL 100 g par =39,3g) portion 410 97 f Valeur 1020 kJ énergétique",off_reference_label_limitation,False,
1263_off_tag_eval,42104964,Ciel 33cl,tree_nut,en,ماء مصفى (معالج ومنضح) وأملاح معدنية (ماغنسيوم),off_reference_label_limitation,False,
1263_off_tag_eval,3760049794298,Pain de mie Bio grandes tranches céréales & graines 500g,egg,fr,"Farine de BLE*/** 51%, eau, levain de BLE */** et de SEIGLE * 9,6%, huile de tournesol*/** 4,4%, sucre de canne roux*, levure, graines de tournesol décortiquées* 3,3%, graines de lin brun* 2,7%, flocons de BLE* 2,7%, farine de SEIGLE* 1,6%, graines de millet décortiquées* 1,6%, gluten de BLE*, sel, arôme naturel* (contient alcool*), farine d'ORGE maltée torréfiée* 0,2%. Traces éventuelles de soja, moutarde et graines de sésame. * Ingrédients issus de l'Agriculture Biologique.",off_reference_label_limitation,False,
1263_off_tag_eval,3760049794298,Pain de mie Bio grandes tranches céréales & graines 500g,milk,fr,"Farine de BLE*/** 51%, eau, levain de BLE */** et de SEIGLE * 9,6%, huile de tournesol*/** 4,4%, sucre de canne roux*, levure, graines de tournesol décortiquées* 3,3%, graines de lin brun* 2,7%, flocons de BLE* 2,7%, farine de SEIGLE* 1,6%, graines de millet décortiquées* 1,6%, gluten de BLE*, sel, arôme naturel* (contient alcool*), farine d'ORGE maltée torréfiée* 0,2%. Traces éventuelles de soja, moutarde et graines de sésame. * Ingrédients issus de l'Agriculture Biologique.",off_reference_label_limitation,False,
1263_off_tag_eval,8052575090230,Nocciolata,tree_nut,en,"raw sugar, hazelnut paste 18,5%, sunflower oil, skimmed milk powder, low-fat cocoa powder 6,5%, cocoa butter, emulsifier: soy lecithin, vanilla extract",off_reference_label_limitation,False,
1263_off_tag_eval,3327272107969,Menguy's Peanut 100%,wheat_gluten,fr,Cacahuetes 100%,off_reference_label_limitation,False,
1263_off_tag_eval,3327272107969,Menguy's Peanut 100%,tree_nut,fr,Cacahuetes 100%,off_reference_label_limitation,False,
1263_off_tag_eval,3327272107969,Menguy's Peanut 100%,soy,fr,Cacahuetes 100%,off_reference_label_limitation,False,
1263_off_tag_eval,8076809513753,PESTO alla GENOVESE,tree_nut,en,"sunflower oil, fresh basil 30%, cashew nuts, parmigiano reggiano pdo cheese 5%, (milk), maize fibre, whey powder (milk), salt, milk protein, extra virgin olive oil, sugar, basil extract, natural flavourings (milk), acidity regulator: lactic acid, garlic",off_reference_label_limitation,False,
1263_off_tag_eval,3175681851849,Pomme Noisette,milk,fr,"Farine de blé 68,6%, huile de colza, sirop de sucres issu de fruits, jus de pomme concentré 5,3%, noisettes torréfiées 5,3%, germe de blé 5,2%, fibres de chicorée, extrait de malt d'orge, arôme naturel de pomme, émulsifiant : lécithines, poudres à lever (carbonates de potassium, tartrates de potassium), amidon de blé, vitamines (E, PP, B2, B6, B1, B9).",off_reference_label_limitation,False,
1263_off_tag_eval,3175681851849,Pomme Noisette,sesame,fr,"Farine de blé 68,6%, huile de colza, sirop de sucres issu de fruits, jus de pomme concentré 5,3%, noisettes torréfiées 5,3%, germe de blé 5,2%, fibres de chicorée, extrait de malt d'orge, arôme naturel de pomme, émulsifiant : lécithines, poudres à lever (carbonates de potassium, tartrates de potassium), amidon de blé, vitamines (E, PP, B2, B6, B1, B9).",off_reference_label_limitation,False,
1263_off_tag_eval,3175681851849,Pomme Noisette,tree_nut,fr,"Farine de blé 68,6%, huile de colza, sirop de sucres issu de fruits, jus de pomme concentré 5,3%, noisettes torréfiées 5,3%, germe de blé 5,2%, fibres de chicorée, extrait de malt d'orge, arôme naturel de pomme, émulsifiant : lécithines, poudres à lever (carbonates de potassium, tartrates de potassium), amidon de blé, vitamines (E, PP, B2, B6, B1, B9).",off_reference_label_limitation,False,
1263_off_tag_eval,3175681851849,Pomme Noisette,soy,fr,"Farine de blé 68,6%, huile de colza, sirop de sucres issu de fruits, jus de pomme concentré 5,3%, noisettes torréfiées 5,3%, germe de blé 5,2%, fibres de chicorée, extrait de malt d'orge, arôme naturel de pomme, émulsifiant : lécithines, poudres à lever (carbonates de potassium, tartrates de potassium), amidon de blé, vitamines (E, PP, B2, B6, B1, B9).",off_reference_label_limitation,False,
1263_off_tag_eval,3251490332080,Figue & son,milk,fr,"Farine complète de blé 26,5%, farine de blé 26,1%, son de blé 20%, huile de colza, sucre non raffiné, pâte de figues 5,1%, arôme naturel de figue, poudres à lever (carbonates de potassium, carbonates de sodium, acide citrique), arôme naturel, émulsifiant: lécithines.",off_reference_label_limitation,False,
1263_off_tag_eval,3251490332080,Figue & son,sesame,fr,"Farine complète de blé 26,5%, farine de blé 26,1%, son de blé 20%, huile de colza, sucre non raffiné, pâte de figues 5,1%, arôme naturel de figue, poudres à lever (carbonates de potassium, carbonates de sodium, acide citrique), arôme naturel, émulsifiant: lécithines.",off_reference_label_limitation,False,
1263_off_tag_eval,3251490332080,Figue & son,tree_nut,fr,"Farine complète de blé 26,5%, farine de blé 26,1%, son de blé 20%, huile de colza, sucre non raffiné, pâte de figues 5,1%, arôme naturel de figue, poudres à lever (carbonates de potassium, carbonates de sodium, acide citrique), arôme naturel, émulsifiant: lécithines.",off_reference_label_limitation,False,
1263_off_tag_eval,3251490332080,Figue & son,soy,fr,"Farine complète de blé 26,5%, farine de blé 26,1%, son de blé 20%, huile de colza, sucre non raffiné, pâte de figues 5,1%, arôme naturel de figue, poudres à lever (carbonates de potassium, carbonates de sodium, acide citrique), arôme naturel, émulsifiant: lécithines.",off_reference_label_limitation,False,
1263_off_tag_eval,6111032001003,Assil vanille,milk,fr,"ليوغور م.د,%2. مصنوع إخط قد يمكن أن يحتوي على الگلوتين، الجوز والبندق. 2.",off_reference_label_limitation,False,
1263_off_tag_eval,3608580065340,Pâte à tartiner noisettes et cacao,tree_nut,fr,"sucre, _noisettes_ 20%, huiles végétales (tournesol, colza), _lait_ écrémé en poudre, cacao maigre en poudre 5,5%, beurre de cacao, émulsifiant : lécithine de tournesol, extrait de vanille.

Peut contenir d'autres _fruits à coque_.",section_splitting_context_gap,False,
1263_off_tag_eval,8410376009392,Печиво zero sugar free,milk,en,"whole  wheat  flour 57,5 %, sweetener (maltitol), vegetable oil 16,5 % (sunflower high oleic), vegetable fibre 3,5 %, pea fiber 3,5 %, raising agents (sodium hydrogen carbonate and ammonium hydrogen carbonate), emulsifier ( soya  lecithin), salt, flavours,",off_reference_label_limitation,False,
1263_off_tag_eval,8076809523547,PESTO ROSSO,tree_nut,en,"Tomato pulp 37%, sunflower oil, tomato concentrate 15%, Grana Padano PDO cheese (milk, lysozyme from egg), cashews, sugar, salt, basil, Balsamic Vinegar of Modena (wine vinegar, cooked grape must) 2%, whey powder (milk), Pecorino Romano PDO cheese (sheep's milk), rice starch, garlic, acidity regulator: lactic acid, natural flavouring (milk).",off_reference_label_limitation,False,
1263_off_tag_eval,3760091727732,Beurre bio cacahuète,tree_nut,fr,Arachide* 100%,off_reference_label_limitation,False,
1263_off_tag_eval,3229820019307,Flocons d'avoine,milk,fr,Flocons d'_avoine_ complète issue de l'agriculture biologique.,off_reference_label_limitation,False,
1263_off_tag_eval,3229820019307,Flocons d'avoine,sesame,fr,Flocons d'_avoine_ complète issue de l'agriculture biologique.,off_reference_label_limitation,False,
1263_off_tag_eval,3229820019307,Flocons d'avoine,tree_nut,fr,Flocons d'_avoine_ complète issue de l'agriculture biologique.,off_reference_label_limitation,False,
1263_off_tag_eval,3229820019307,Flocons d'avoine,soy,fr,Flocons d'_avoine_ complète issue de l'agriculture biologique.,off_reference_label_limitation,False,
1263_off_tag_eval,3608580124047,Be Nuts ! - Pâte à tartiner Cacahuète,tree_nut,fr,"Cacahuètes torréfiées 81% sucre, beurre de cacao, huile de tournesol. sel, extrait de vanille, émulsifiant : lécithine de tournesol",off_reference_label_limitation,False,
1263_off_tag_eval,3175681851856,Biscuit raisins,milk,fr,"Farine de blé 60,4%, huile de colza, sucre non raffiné, pâte de raisins 6,9%, germe de blé 5,1%, amidon de blé, raisins secs 2,8%, fibres de blé, magnésium, émulsifiant lécithines, poudres à lever (tartrates de potassium, carbonates de sodium), arôme naturel, vitamines (B1, B6, B9, D, E).",off_reference_label_limitation,False,
1263_off_tag_eval,3175681851856,Biscuit raisins,sesame,fr,"Farine de blé 60,4%, huile de colza, sucre non raffiné, pâte de raisins 6,9%, germe de blé 5,1%, amidon de blé, raisins secs 2,8%, fibres de blé, magnésium, émulsifiant lécithines, poudres à lever (tartrates de potassium, carbonates de sodium), arôme naturel, vitamines (B1, B6, B9, D, E).",off_reference_label_limitation,False,
1263_off_tag_eval,3175681851856,Biscuit raisins,tree_nut,fr,"Farine de blé 60,4%, huile de colza, sucre non raffiné, pâte de raisins 6,9%, germe de blé 5,1%, amidon de blé, raisins secs 2,8%, fibres de blé, magnésium, émulsifiant lécithines, poudres à lever (tartrates de potassium, carbonates de sodium), arôme naturel, vitamines (B1, B6, B9, D, E).",off_reference_label_limitation,False,
1263_off_tag_eval,3175681851856,Biscuit raisins,soy,fr,"Farine de blé 60,4%, huile de colza, sucre non raffiné, pâte de raisins 6,9%, germe de blé 5,1%, amidon de blé, raisins secs 2,8%, fibres de blé, magnésium, émulsifiant lécithines, poudres à lever (tartrates de potassium, carbonates de sodium), arôme naturel, vitamines (B1, B6, B9, D, E).",off_reference_label_limitation,False,
1263_off_tag_eval,3229820129488,"Muesli Raisin, Figue, Datte, Abricot",milk,fr,"Flocons d'avoine* complète, Flocons de blé* complet, Raisins 8% (raisins*, huile de tournesol*), Figues* séchées 8% (figues*, farine de riz*), Flocons d'épeautre* complet, Pétales de maïs*, Dattes* 4 % (dattes*, farine de riz*), Abricots* secs 3% (abricots*, farine de riz*), Graines de tournesol*, Pétales d'épeautre* complet, Graines de lin*, Graines de courge*.
 
 *Ingrédients biologiques.",off_reference_label_limitation,False,
1263_off_tag_eval,3229820129488,"Muesli Raisin, Figue, Datte, Abricot",sesame,fr,"Flocons d'avoine* complète, Flocons de blé* complet, Raisins 8% (raisins*, huile de tournesol*), Figues* séchées 8% (figues*, farine de riz*), Flocons d'épeautre* complet, Pétales de maïs*, Dattes* 4 % (dattes*, farine de riz*), Abricots* secs 3% (abricots*, farine de riz*), Graines de tournesol*, Pétales d'épeautre* complet, Graines de lin*, Graines de courge*.
 
 *Ingrédients biologiques.",off_reference_label_limitation,False,
1263_off_tag_eval,3229820129488,"Muesli Raisin, Figue, Datte, Abricot",tree_nut,fr,"Flocons d'avoine* complète, Flocons de blé* complet, Raisins 8% (raisins*, huile de tournesol*), Figues* séchées 8% (figues*, farine de riz*), Flocons d'épeautre* complet, Pétales de maïs*, Dattes* 4 % (dattes*, farine de riz*), Abricots* secs 3% (abricots*, farine de riz*), Graines de tournesol*, Pétales d'épeautre* complet, Graines de lin*, Graines de courge*.
 
 *Ingrédients biologiques.",off_reference_label_limitation,False,
1263_off_tag_eval,3229820129488,"Muesli Raisin, Figue, Datte, Abricot",soy,fr,"Flocons d'avoine* complète, Flocons de blé* complet, Raisins 8% (raisins*, huile de tournesol*), Figues* séchées 8% (figues*, farine de riz*), Flocons d'épeautre* complet, Pétales de maïs*, Dattes* 4 % (dattes*, farine de riz*), Abricots* secs 3% (abricots*, farine de riz*), Graines de tournesol*, Pétales d'épeautre* complet, Graines de lin*, Graines de courge*.
 
 *Ingrédients biologiques.",off_reference_label_limitation,False,
1263_off_tag_eval,3362600011044,Henry’s,milk,fr,"Farine de froment, sucre, graisse végétale, sucre inverti, agents levants ( bicarbonate d'ammonium - bicarbonate de sodium), sel, arome.",off_reference_label_limitation,False,
1263_off_tag_eval,3362600011044,Henry’s,soy,fr,"Farine de froment, sucre, graisse végétale, sucre inverti, agents levants ( bicarbonate d'ammonium - bicarbonate de sodium), sel, arome.",off_reference_label_limitation,False,
1263_off_tag_eval,8000500426494,Nutella Plant-Based,milk,en,"sugar, palm oil, hazelnuts 13%, chickpeas, fat-reduced cocoa powder 7,4%, rice syrup powder, lecithins [soya], salt, flavourings,",off_reference_label_limitation,False,
1263_off_tag_eval,20724696,Amandes décortiquées,tree_nut,en,shelled almonds,off_reference_label_limitation,False,
1263_off_tag_eval,20724696,Amandes décortiquées,peanut,en,shelled almonds,off_reference_label_limitation,False,
1263_off_tag_eval,5410041001204,Tuc Original,milk,en,"wheat  flour, palm oil, glucose syrup,  barley  malt extract, raising agents (ammonium carbonates, sodium carbonates), salt,  eggs , flavouring, flour treatment agent (sodium  metabisulfite ),",off_reference_label_limitation,False,
1263_off_tag_eval,5410041001204,Tuc Original,soy,en,"wheat  flour, palm oil, glucose syrup,  barley  malt extract, raising agents (ammonium carbonates, sodium carbonates), salt,  eggs , flavouring, flour treatment agent (sodium  metabisulfite ),",off_reference_label_limitation,False,
1263_off_tag_eval,20995553,Шоколад 85% какаова маса,milk,bg,"Какаова маса, нискомаслено какао на прах, какаово масло, захар, емулгатор: лецитин (соеви), екстракт от ванилия, Може да съдържа следи от ядки и мляко,",off_reference_label_limitation,True,
1263_off_tag_eval,20995553,Шоколад 85% какаова маса,tree_nut,bg,"Какаова маса, нискомаслено какао на прах, какаово масло, захар, емулгатор: лецитин (соеви), екстракт от ванилия, Може да съдържа следи от ядки и мляко,",off_reference_label_limitation,True,
1263_off_tag_eval,5010477348678,Special Muesli 30% fruits & noix,wheat_gluten,fr,"Céréales complètes (59%) (flocons d'_avoine_, flocons de _blé_, flocons de _blé_ grillés), fruits secs (30%)  (raisins secs, raisins de sultane, abricots secs hachés, tranches de pommes séchées, éclats de noix de coco grillés, _noisettes_ hachées grillées, _amandes_ effilées), flocons d'_orge_, graines de tournesol.",off_reference_label_limitation,False,
1263_off_tag_eval,5010477348678,Special Muesli 30% fruits & noix,tree_nut,fr,"Céréales complètes (59%) (flocons d'_avoine_, flocons de _blé_, flocons de _blé_ grillés), fruits secs (30%)  (raisins secs, raisins de sultane, abricots secs hachés, tranches de pommes séchées, éclats de noix de coco grillés, _noisettes_ hachées grillées, _amandes_ effilées), flocons d'_orge_, graines de tournesol.",off_reference_label_limitation,False,
1263_off_tag_eval,3229820794525,Avoine chocolat,soy,fr,"Flocons d'avoine* 31%, farine de blé*, huile de colza*, sucre de canne* non raffiné, pépites de chocolat noir* 9% (sucre de canne*, pâte de cacao*, beurre de cacao*), billettes de riz soufflé (farine de riz*, sel), fibres d'acacia*, extrait de cacao*, cacao* maigre en poudre, poudres à lever (carbonates d'ammonium, carbonates de sodium), jaune d'œuf* en poudre, sel marin, antioxydant (extraits de romarin*). Ingrédients biologiques.",off_reference_label_limitation,False,
1263_off_tag_eval,3229820794525,Avoine chocolat,milk,fr,"Flocons d'avoine* 31%, farine de blé*, huile de colza*, sucre de canne* non raffiné, pépites de chocolat noir* 9% (sucre de canne*, pâte de cacao*, beurre de cacao*), billettes de riz soufflé (farine de riz*, sel), fibres d'acacia*, extrait de cacao*, cacao* maigre en poudre, poudres à lever (carbonates d'ammonium, carbonates de sodium), jaune d'œuf* en poudre, sel marin, antioxydant (extraits de romarin*). Ingrédients biologiques.",off_reference_label_limitation,False,
1263_off_tag_eval,3229820794525,Avoine chocolat,sesame,fr,"Flocons d'avoine* 31%, farine de blé*, huile de colza*, sucre de canne* non raffiné, pépites de chocolat noir* 9% (sucre de canne*, pâte de cacao*, beurre de cacao*), billettes de riz soufflé (farine de riz*, sel), fibres d'acacia*, extrait de cacao*, cacao* maigre en poudre, poudres à lever (carbonates d'ammonium, carbonates de sodium), jaune d'œuf* en poudre, sel marin, antioxydant (extraits de romarin*). Ingrédients biologiques.",off_reference_label_limitation,False,
1263_off_tag_eval,3229820794525,Avoine chocolat,tree_nut,fr,"Flocons d'avoine* 31%, farine de blé*, huile de colza*, sucre de canne* non raffiné, pépites de chocolat noir* 9% (sucre de canne*, pâte de cacao*, beurre de cacao*), billettes de riz soufflé (farine de riz*, sel), fibres d'acacia*, extrait de cacao*, cacao* maigre en poudre, poudres à lever (carbonates d'ammonium, carbonates de sodium), jaune d'œuf* en poudre, sel marin, antioxydant (extraits de romarin*). Ingrédients biologiques.",off_reference_label_limitation,False,
1263_off_tag_eval,3229820794525,Avoine chocolat,peanut,fr,"Flocons d'avoine* 31%, farine de blé*, huile de colza*, sucre de canne* non raffiné, pépites de chocolat noir* 9% (sucre de canne*, pâte de cacao*, beurre de cacao*), billettes de riz soufflé (farine de riz*, sel), fibres d'acacia*, extrait de cacao*, cacao* maigre en poudre, poudres à lever (carbonates d'ammonium, carbonates de sodium), jaune d'œuf* en poudre, sel marin, antioxydant (extraits de romarin*). Ingrédients biologiques.",off_reference_label_limitation,False,
1263_off_tag_eval,3229820787015,Amande sans sucres,tree_nut,fr,"Lait d'amandes (eau, amandes 2,8%), amidon de riz, arôme naturel d'amande, sel marin, stabilisants (gomme guar, gomme xanthane).",off_reference_label_limitation,False,
1263_off_tag_eval,3229820792132,Avoine,tree_nut,fr,"Eau, Avoine* 11%, Huile de tournesol*, Sel marin. *Ingrédients biologiques.",off_reference_label_limitation,False,
1263_off_tag_eval,3256540000698,Pains au lait,tree_nut,fr,"Farine de _blé_ 43%, Levain 21% (Farine de _blé_ 11%, Eau, Sel), Sucre, _Œufs_ frais 11%, _Beurre_ pâtissier, Huile de colza, Levure, _Lait_ écrémé en poudre (Équivalent à 10% de lait écrémé reconstitué), Émulsifiant: mono et diglycérides d'acides gras, Sel, Protéines de _blé_, _Gluten_ de blé, Extrait de carotte, Agent de traitement de la farine : acide ascorbique, Protéines de _lait_",off_reference_label_limitation,False,
1263_off_tag_eval,3256540000698,Pains au lait,peanut,fr,"Farine de _blé_ 43%, Levain 21% (Farine de _blé_ 11%, Eau, Sel), Sucre, _Œufs_ frais 11%, _Beurre_ pâtissier, Huile de colza, Levure, _Lait_ écrémé en poudre (Équivalent à 10% de lait écrémé reconstitué), Émulsifiant: mono et diglycérides d'acides gras, Sel, Protéines de _blé_, _Gluten_ de blé, Extrait de carotte, Agent de traitement de la farine : acide ascorbique, Protéines de _lait_",off_reference_label_limitation,False,
1263_off_tag_eval,3256540000698,Pains au lait,soy,fr,"Farine de _blé_ 43%, Levain 21% (Farine de _blé_ 11%, Eau, Sel), Sucre, _Œufs_ frais 11%, _Beurre_ pâtissier, Huile de colza, Levure, _Lait_ écrémé en poudre (Équivalent à 10% de lait écrémé reconstitué), Émulsifiant: mono et diglycérides d'acides gras, Sel, Protéines de _blé_, _Gluten_ de blé, Extrait de carotte, Agent de traitement de la farine : acide ascorbique, Protéines de _lait_",off_reference_label_limitation,False,
1263_off_tag_eval,20267605,Anacardo/Castanha-de-caju natural,tree_nut,en,cashews,off_reference_label_limitation,False,
1263_off_tag_eval,20267605,Anacardo/Castanha-de-caju natural,peanut,en,cashews,off_reference_label_limitation,False,
1263_off_tag_eval,3175680015228,Levure de bière,egg,fr,"Levure de bière 93%, extrait de malt d'orge 7%",off_reference_label_limitation,False,
1263_off_tag_eval,3175680015228,Levure de bière,soy,fr,"Levure de bière 93%, extrait de malt d'orge 7%",off_reference_label_limitation,False,
1263_off_tag_eval,3175680015228,Levure de bière,milk,fr,"Levure de bière 93%, extrait de malt d'orge 7%",off_reference_label_limitation,False,
1263_off_tag_eval,3175680015228,Levure de bière,sesame,fr,"Levure de bière 93%, extrait de malt d'orge 7%",off_reference_label_limitation,False,
1263_off_tag_eval,3175680015228,Levure de bière,tree_nut,fr,"Levure de bière 93%, extrait de malt d'orge 7%",off_reference_label_limitation,False,
1263_off_tag_eval,5411188110835,"Alpro Mandeldrink, Original 1L",tree_nut,de,"Wasser, MANDELN (2,3%), Zucker, Calcium (Tricalciumphosphat), Meersalz, Stabilisatoren (Johannisbrotkernmehl, Gellan), Emulgator (Lecithine), natürliches Aroma, Vitamine (B2, B12, E, D2). Mandeln aus Spanien. Kann Spuren von Schalenfrüchten (keine Erdnüsse) enthalten.",ontology_dictionary_gap,False,
1263_off_tag_eval,3587220002252,La gâche tranchée,tree_nut,fr,"Farine de blé 52%, sucre, beurre frais 10%, œufs entiers frais 8%, eau, crème fraîche 3%, sel, arômes naturels (contient alcool), levure, gluten de blé, eau de vie, protéines de lait(E471), levure désactivée, colorant (béta carotène)",off_reference_label_limitation,False,
1263_off_tag_eval,7613036669146,NESTLE CHOCAPIC BIO Céréales - Boite de 375g,peanut,fr,"Farine de BLÉ complet* 34,8 %, chocolat en poudre 23,9 % (sucre*, cacao en poudre**), farine de BLÉ*, semoule de maïs*, sirop de glucose*, extrait de malt d'ORGE*, huile de tournesol*, sel, arôme naturel de vanille, arôme naturel de cannelle. Peut contenir du LAIT et des FRUITS À COQUE. *ingrédients issus de l'agriculture biologique. **Bilan massique certifié Rainforest Alliance. www.ra.org/fr. Nestlé achète une quantité de cacao certifié Rainforest Alliance équivalente à celle nécessaire pour ce produit.",off_reference_label_limitation,False,
1263_off_tag_eval,6111037000599,Familia 200g,tree_nut,fr,"Margarine allégée (60%M.G.):Corps gras et huiles 100% végétales, eau, sel (1%), lécithine (E322), Monoglycéride (E471), Amidon, Sorbate de potassium (E202), Acide citrique (E330), Arôme, Antioxydant (E321), Colorant, Vitamines. Contient du soja.",off_reference_label_limitation,False,
1263_off_tag_eval,20047238,Nussmix,tree_nut,de,"25% Walnusskerne, 25% Haselnusskerne, 25% Cashewkerne, 25% blanchierte Mandeln. Kann Spuren von anderen Schalenfrüchten und Erdnüssen enthalten.",ontology_dictionary_gap,False,
